endpoint_id,method,full_path,api_version,module,handler,source_file,source_line,auth_required,roles,tenant_scope,client_scope,supplier_scope,request_type,accepts_files,side_effects,rate_limit,idempotent,risk,dast_priority,evidence_status,bola_bfla_status,consumer_status,used_by_frontend,used_by_mobile
EP-0145,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/promote-operational,v3,aisles,promote_aisle_operational_job,backend/src/api/routes/v3/aisles.py,2066,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0146,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/reconcile-preliminary-detections,v3,aisles,reconcile_preliminary_detections,backend/src/api/routes/v3/preliminary_reconciliations.py,69,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0147,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/reprocess,v3,server_reprocess,reprocess_aisle_positioning,backend/src/api/routes/v3/positioning_operational.py,134,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0148,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/revision-capabilities,v3,aisles,get_revision_capabilities,backend/src/api/routes/v3/aisle_revisions.py,141,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0149,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/revision-history,v3,aisles,list_revision_history,backend/src/api/routes/v3/aisle_revisions.py,305,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0150,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/revisions,v3,aisle_revisions,create_revision,backend/src/api/routes/v3/aisle_revisions.py,180,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0151,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/revisions/{revision_id}/apply,v3,aisle_revisions,apply_revision,backend/src/api/routes/v3/aisle_revisions.py,242,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0152,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/revisions/{revision_id}/cancel,v3,aisle_revisions,cancel_revision,backend/src/api/routes/v3/aisle_revisions.py,340,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0153,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/revisions/{revision_id}/diff,v3,aisle_revisions,get_revision_diff,backend/src/api/routes/v3/aisle_revisions.py,270,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0154,PUT,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/revisions/{revision_id}/items/{asset_id},v3,aisle_revisions,update_revision_item,backend/src/api/routes/v3/aisle_revisions.py,208,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0155,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/rollback,v3,aisles,rollback_aisle,backend/src/api/routes/v3/aisle_revisions.py,360,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0156,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/server-reprocess,v3,aisles,post_server_reprocess,backend/src/api/routes/v3/server_reprocess.py,124,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0157,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/server-reprocess-capabilities,v3,aisles,get_server_reprocess_capabilities,backend/src/api/routes/v3/server_reprocess.py,288,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,starts_processing|may_consume_ai,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0158,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/server-reprocess/{run_id},v3,aisles,get_server_reprocess,backend/src/api/routes/v3/server_reprocess.py,175,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,starts_processing|may_consume_ai,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0159,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/server-reprocess/{run_id}/adopt,v3,aisles,post_adopt_server_reprocess,backend/src/api/routes/v3/server_reprocess.py,353,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0160,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/server-reprocess/{run_id}/cancel,v3,aisles,post_cancel_server_reprocess,backend/src/api/routes/v3/server_reprocess.py,328,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0161,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/server-reprocess/{run_id}/execute,v3,aisles,post_execute_server_reprocess,backend/src/api/routes/v3/server_reprocess.py,242,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0162,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/status,v3,aisles,get_aisle_status,backend/src/api/routes/v3/aisles.py,630,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,True
EP-0163,GET,/api/v3/inventories/{inventory_id}/capture-sessions,v3,inventories,list_capture_sessions,backend/src/api/routes/v3/capture_sessions.py,273,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0164,POST,/api/v3/inventories/{inventory_id}/capture-sessions,v3,inventories,create_inventory_capture_session,backend/src/api/routes/v3/capture_sessions.py,160,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0165,GET,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id},v3,inventories,get_capture_session_detail,backend/src/api/routes/v3/capture_sessions.py,390,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0166,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/cancel,v3,inventories,cancel_capture_session_inventory_scope,backend/src/api/routes/v3/capture_sessions.py,234,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0167,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/close,v3,inventories,close_capture_session_inventory_scope,backend/src/api/routes/v3/capture_sessions.py,195,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0168,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/compute-groups,v3,inventories,compute_capture_session_groups_inventory_scope,backend/src/api/routes/v3/capture_sessions.py,407,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0169,GET,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/groups,v3,inventories,list_capture_session_groups_inventory_scope,backend/src/api/routes/v3/capture_sessions.py,427,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0170,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/groups/materialize,v3,inventories,post_materialize_all_assigned_capture_session_groups,backend/src/api/routes/v3/capture_sessions.py,499,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0171,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/groups/{group_id}/assign-existing,v3,inventories,assign_capture_session_group_to_existing_aisle_inventory_scope,backend/src/api/routes/v3/capture_sessions.py,444,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0172,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/groups/{group_id}/create-aisle,v3,inventories,create_aisle_and_assign_capture_session_group_inventory_scope,backend/src/api/routes/v3/capture_sessions.py,471,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0173,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/groups/{group_id}/materialize,v3,inventories,post_materialize_capture_session_group,backend/src/api/routes/v3/capture_sessions.py,526,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0174,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/groups/{group_id}/preview,v3,inventories,post_materialized_capture_session_group_preview,backend/src/api/routes/v3/capture_sessions.py,556,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0175,POST,/api/v3/inventories/{inventory_id}/capture-sessions/{session_id}/items,v3,inventories,upload_capture_session_staging_items_inventory_scope,backend/src/api/routes/v3/capture_sessions.py,579,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0176,POST,/api/v3/inventories/{inventory_id}/dinamic-scanner-txt-imports/confirm,v3,dinamic_scanner_txt,confirm_dinamic_scanner_txt_import,backend/src/api/routes/v3/dinamic_scanner_txt_imports.py,195,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|imports_data|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0177,POST,/api/v3/inventories/{inventory_id}/dinamic-scanner-txt-imports/preview,v3,dinamic_scanner_txt,preview_dinamic_scanner_txt_import,backend/src/api/routes/v3/dinamic_scanner_txt_imports.py,162,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|imports_data|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0178,GET,/api/v3/inventories/{inventory_id}/export,v3,inventory_exports,export_inventory_results,backend/src/api/routes/v3/inventories.py,380,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,downloads_export,none_declared,True,CRITICAL,CRITICAL,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0179,GET,/api/v3/inventories/{inventory_id}/export/package,v3,inventory_exports,export_inventory_package_zip,backend/src/api/routes/v3/inventories.py,299,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,downloads_export,none_declared,True,CRITICAL,CRITICAL,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0180,GET,/api/v3/inventories/{inventory_id}/export/summary,v3,inventory_exports,export_inventory_summary_csv,backend/src/api/routes/v3/inventories.py,269,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,downloads_export,none_declared,True,CRITICAL,CRITICAL,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0181,GET,/api/v3/inventories/{inventory_id}/jobs/{job_id}/position-assignments,v3,inventories,list_job_position_assignments,backend/src/api/routes/v3/position_reconciliation.py,84,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,True
EP-0182,GET,/api/v3/inventories/{inventory_id}/jobs/{job_id}/position-detections,v3,inventories,list_job_position_detections,backend/src/api/routes/v3/position_label_detections.py,34,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,True
EP-0183,GET,/api/v3/inventories/{inventory_id}/jobs/{job_id}/position-reconciliation,v3,inventories,get_job_position_reconciliation,backend/src/api/routes/v3/position_reconciliation.py,39,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0184,POST,/api/v3/inventories/{inventory_id}/jobs/{job_id}/position-reconciliation/retry,v3,inventories,retry_job_position_reconciliation,backend/src/api/routes/v3/position_reconciliation.py,126,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0185,GET,/api/v3/inventories/{inventory_id}/jobs/{job_id}/results/{result_id}/position-history,v3,inventories,get_position_history,backend/src/api/routes/v3/position_overrides.py,125,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0186,POST,/api/v3/inventories/{inventory_id}/jobs/{job_id}/results/{result_id}/position-override,v3,inventories,create_position_override,backend/src/api/routes/v3/position_overrides.py,47,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0187,POST,/api/v3/inventories/{inventory_id}/jobs/{job_id}/results/{result_id}/position-override/restore,v3,inventories,restore_automatic_position,backend/src/api/routes/v3/position_overrides.py,88,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0188,GET,/api/v3/inventories/{inventory_id}/jobs/{job_id}/source-assets/{asset_id}/position-detections,v3,inventories,list_asset_position_detections,backend/src/api/routes/v3/position_label_detections.py,64,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0189,GET,/api/v3/inventories/{inventory_id}/jobs/{job_id}/unassigned-results,v3,inventories,list_job_unassigned_results,backend/src/api/routes/v3/position_reconciliation.py,105,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0190,GET,/api/v3/inventories/{inventory_id}/labels/{label_id}/download,v3,inventories,download_aisle_location_label,backend/src/api/routes/v3/aisle_locations.py,448,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0191,GET,/api/v3/inventories/{inventory_id}/labels/{label_id}/preview,v3,inventories,preview_aisle_location_label,backend/src/api/routes/v3/aisle_locations.py,404,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0192,POST,/api/v3/inventories/{inventory_id}/labels/{label_id}/render,v3,inventories,render_aisle_location_label,backend/src/api/routes/v3/aisle_locations.py,369,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0193,POST,/api/v3/inventories/{inventory_id}/labels/{label_id}/replace,v3,inventories,replace_aisle_location_label,backend/src/api/routes/v3/aisle_locations.py,492,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0194,POST,/api/v3/inventories/{inventory_id}/local-csv-imports/confirm,v3,local_csv_imports,confirm_local_csv_import,backend/src/api/routes/v3/local_csv_imports.py,165,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|imports_data|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0195,POST,/api/v3/inventories/{inventory_id}/local-csv-imports/preview,v3,local_csv_imports,preview_local_csv_import,backend/src/api/routes/v3/local_csv_imports.py,133,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|imports_data|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0196,GET,/api/v3/inventories/{inventory_id}/local-csv-imports/{import_id},v3,local_csv_imports,get_local_csv_import,backend/src/api/routes/v3/local_csv_imports.py,188,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0197,POST,/api/v3/inventories/{inventory_id}/local-inventory-packages/confirm,v3,local_inventory_packages,confirm_local_inventory_package,backend/src/api/routes/v3/local_inventory_packages.py,215,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|imports_data|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0198,POST,/api/v3/inventories/{inventory_id}/local-inventory-packages/preview,v3,local_inventory_packages,preview_local_inventory_package,backend/src/api/routes/v3/local_inventory_packages.py,183,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|imports_data|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0199,GET,/api/v3/inventories/{inventory_id}/local-inventory-packages/{package_id},v3,local_inventory_packages,get_local_inventory_package,backend/src/api/routes/v3/local_inventory_packages.py,240,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0200,GET,/api/v3/inventories/{inventory_id}/locations/{location_id}/labels,v3,inventories,list_aisle_location_labels,backend/src/api/routes/v3/aisle_locations.py,261,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0201,POST,/api/v3/inventories/{inventory_id}/locations/{location_id}/labels,v3,inventories,issue_aisle_location_label,backend/src/api/routes/v3/aisle_locations.py,228,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0202,GET,/api/v3/inventories/{inventory_id}/locations/{location_id}/labels/{label_id},v3,inventories,get_aisle_location_label,backend/src/api/routes/v3/aisle_locations.py,335,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0203,POST,/api/v3/inventories/{inventory_id}/locations/{location_id}/labels/{label_id}/invalidate,v3,inventories,invalidate_aisle_location_label,backend/src/api/routes/v3/aisle_locations.py,293,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0204,GET,/api/v3/inventories/{inventory_id}/metrics,v3,inventories,get_inventory_metrics,backend/src/api/routes/v3/inventories.py,426,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,CRITICAL,CRITICAL,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0205,GET,/api/v3/inventories/{inventory_id}/recognition-config,v3,inventories,get_inventory_recognition_config,backend/src/api/routes/v3/inventories.py,317,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,True
EP-0206,GET,/api/v3/observability/metrics,v3,observability,get_observability_metrics,backend/src/api/routes/v3/observability.py,30,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,AUTHORIZATION_UNKNOWN,REGISTERED_AND_USED,True,False
EP-0207,GET,/api/v3/review-queue/positions,v3,review_queue,list_review_queue_positions,backend/src/api/routes/v3/review_queue.py,137,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,AUTHORIZATION_UNKNOWN,REGISTERED_AND_USED,True,False
EP-0208,POST,/auth/login,auth,auth,login,backend/src/auth/routes.py,32,False,,n/a,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,CRITICAL,CRITICAL,VERIFIED,NOT_APPLICABLE,REGISTERED_AND_USED,True,True
EP-0209,POST,/auth/logout,auth,auth,logout,backend/src/auth/routes.py,97,True,platform_admin|company_admin,n/a,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,NOT_APPLICABLE,REGISTERED_AND_USED,True,True
EP-0210,GET,/auth/me,auth,auth,get_me,backend/src/auth/routes.py,59,True,platform_admin|company_admin,n/a,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,NOT_APPLICABLE,REGISTERED_AND_USED,True,True
EP-0211,POST,/auth/refresh,auth,auth,refresh_tokens,backend/src/auth/routes.py,73,True,platform_admin|company_admin,n/a,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,NOT_APPLICABLE,REGISTERED_AND_USED,False,True
EP-0212,GET,/docs,openapi,docs,swagger_ui_html,fastapi/applications.py,,False,,n/a,n/a,n/a,none_or_query,False,read_only|information_disclosure_surface,none_declared,True,MEDIUM,MEDIUM,VERIFIED,NOT_APPLICABLE,REGISTERED_NOT_USED,False,False
EP-0213,HEAD,/docs,openapi,docs,swagger_ui_html,fastapi/applications.py,,False,,n/a,n/a,n/a,none_or_query,False,read_only|information_disclosure_surface,none_declared,True,MEDIUM,INFORMATIONAL,VERIFIED,NOT_APPLICABLE,REGISTERED_NOT_USED,False,False
EP-0214,GET,/docs/oauth2-redirect,openapi,docs,swagger_ui_redirect,fastapi/applications.py,,False,,n/a,n/a,n/a,none_or_query,False,read_only|information_disclosure_surface,none_declared,True,MEDIUM,MEDIUM,VERIFIED,NOT_APPLICABLE,REGISTERED_NOT_USED,False,False
EP-0215,HEAD,/docs/oauth2-redirect,openapi,docs,swagger_ui_redirect,fastapi/applications.py,,False,,n/a,n/a,n/a,none_or_query,False,read_only|information_disclosure_surface,none_declared,True,MEDIUM,INFORMATIONAL,VERIFIED,NOT_APPLICABLE,REGISTERED_NOT_USED,False,False
EP-0216,GET,/health,root,ops,health,backend/src/api/server.py,258,False,,n/a,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,INFORMATIONAL,INFORMATIONAL,VERIFIED,NOT_APPLICABLE,REGISTERED_AND_USED,False,True
EP-0217,GET,/metrics,root,ops,metrics,backend/src/api/server.py,240,False,,n/a,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,NOT_APPLICABLE,REGISTERED_AND_USED,True,True
EP-0218,GET,/openapi.json,openapi,docs,openapi,fastapi/applications.py,,False,,n/a,n/a,n/a,none_or_query,False,read_only|information_disclosure_surface,none_declared,True,MEDIUM,MEDIUM,VERIFIED,NOT_APPLICABLE,REGISTERED_NOT_USED,False,False
