benchmark_sequence,original_sequence,filename,scenario,category,sha256,valid_andes_count,false_label_count,labels_json,size_bytes,width,height
192,260,260_multi_mixed.jpg,multi_mixed_3,multi_mixed,0b23897d3ad39556c76d3c1164239cce76455de0af29a4d6d977fcc41f94490a,2,1,"[{kind: position, valid_andes: true, payload: ASP-A05-B03-P02-L, display: ASP-A05-B03-P02-L}, {kind: item, valid_andes: true, payload: ASI-5B7EW5|72, display: ASI-5B7EW5, qty: 72}, {kind: false, valid_andes: false, payload: FAKE0020, display: FAKE-0020}]",107257,1200,1000
193,164,164_item.jpg,item_single_valid,item,7752a7b92935a5228c6600d40736be989a750c9ea5f1f84c93d4f58f0aa5f6eb,1,0,"[{kind: item, valid_andes: true, payload: ASI-T875TW|10, display: ASI-T875TW, qty: 10}]",57202,1200,1000
194,52,052_position.jpg,position_single_valid,position,1313f71a8f03b08e122f9523dd0cffb60635f80c6a8912eacc099086e2fc3088,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B04-P02-R, display: ASP-A02-B04-P02-R}]",60925,1200,1000
195,165,165_item.jpg,item_single_valid,item,17a2e8680759ee0ce58462a075b4768436f9d2235c8b93d7a60806c26f83590a,1,0,"[{kind: item, valid_andes: true, payload: ASI-FT6R72|18, display: ASI-FT6R72, qty: 18}]",57458,1200,1000
196,290,290_multi_false.jpg,multi_false_3,multi_false,aaeff4c56827f43be761cd0bbff62604874c250d72365336bce88666936c4fbf,0,3,"[{kind: false, valid_andes: false, payload: X0073, display: X-0073}, {kind: false, valid_andes: false, payload: BAD0074, display: BAD-0074}, {kind: false, valid_andes: false, payload: POSX0075, display: POSX-0075}]",103333,1200,1000
197,53,053_position.jpg,position_single_valid,position,a22e3e60ce7aeec5dedce20227e02fd4071f5f23aae5dc8b4190cf4ef923cb8a,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B04-P03-L, display: ASP-A02-B04-P03-L}]",61994,1200,1000
198,166,166_item.jpg,item_single_valid,item,f005b13196b3753a5223ef733996603bfb1789acb4d1f0a44fffee627ef77964,1,0,"[{kind: item, valid_andes: true, payload: ASI-B9WM9P|20, display: ASI-B9WM9P, qty: 20}]",58715,1200,1000
199,230,230_multi_true.jpg,multi_true_3,multi_true,43db99a5e18470fb762597ce363e30cd3df21d7fca78c297355ca7e6bf0f9f4b,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B03-P01-R, display: ASP-A04-B03-P01-R}, {kind: item, valid_andes: true, payload: ASI-PPQXKA|12, display: ASI-PPQXKA, qty: 12}, {kind: position, valid_andes: true, payload: ASP-A04-B03-P02-L, display: ASP-A04-B03-P02-L}]",110772,1200,1000
200,167,167_item.jpg,item_single_valid,item,7f84096b579ef79ea70013e8a99b6d882fa1909c8f801e18c5a7d4b44a1993b3,1,0,"[{kind: item, valid_andes: true, payload: ASI-SXTTAN|3, display: ASI-SXTTAN, qty: 3}]",57718,1200,1000
201,54,054_position.jpg,position_single_valid,position,7c6e4429e4f70c58ad7072086bcf2cd7e11b41d3e59889e3d26d5efb6ea7517c,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B04-P03-R, display: ASP-A02-B04-P03-R}]",60860,1200,1000
202,168,168_item.jpg,item_single_valid,item,57df570bb0fdfd7997bc84edc92f0ee526c48c05e590ba5bb7ba68610b17b299,1,0,"[{kind: item, valid_andes: true, payload: ASI-R49R89|36, display: ASI-R49R89, qty: 36}]",58908,1200,1000
203,261,261_multi_mixed.jpg,multi_mixed_3,multi_mixed,a5d576201c784e85d9bfffd1bf9d685d0af9979f21aa171aa1c05dfedc11882c,2,1,"[{kind: item, valid_andes: true, payload: ASI-34UH3B|18, display: ASI-34UH3B, qty: 18}, {kind: item, valid_andes: true, payload: ASI-L7ZF5G|10, display: ASI-L7ZF5G, qty: 10}, {kind: false, valid_andes: false, payload: X0021, display: X-0021}]",103233,1200,1000
204,55,055_position.jpg,position_single_valid,position,74a4240b2613bd2e5bb3786a7083a54203282c5b19b749d470f2684db3fbc3a1,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B05-P01-L, display: ASP-A02-B05-P01-L}]",62201,1200,1000
205,169,169_item.jpg,item_single_valid,item,37e7e8c1546f21b844fe12aaad575cff90b4ef4c8589b15624dce90bb11de131,1,0,"[{kind: item, valid_andes: true, payload: ASI-BFUQ3R|15, display: ASI-BFUQ3R, qty: 15}]",58233,1200,1000
206,291,291_multi_false.jpg,multi_false_3,multi_false,2eada1aa0abdff99a128940d752de2ed9ecf9e7126078df15d539fa863545c3c,0,3,"[{kind: false, valid_andes: false, payload: FAKE0076, display: FAKE-0076}, {kind: false, valid_andes: false, payload: X0077, display: X-0077}, {kind: false, valid_andes: false, payload: BAD0078, display: BAD-0078}]",103696,1200,1000
207,170,170_item.jpg,item_single_valid,item,88d37f5a94da2c3bc343c7a6a647d2dbf56e688cee5883dba588a1195e7e2796,1,0,"[{kind: item, valid_andes: true, payload: ASI-Z8Y5XY|36, display: ASI-Z8Y5XY, qty: 36}]",56735,1200,1000
208,56,056_position.jpg,position_single_valid,position,edf25eba4e6c83cc8ac8764e44c784e2e9b0b16fe83a5e14b408f6eb73ae64f1,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B05-P01-R, display: ASP-A02-B05-P01-R}]",61673,1200,1000
209,171,171_item.jpg,item_single_valid,item,2c5f68d38d3bb1b064ccd4aba58afd8d6adae8d578b993b8f3a00833a0fba58d,1,0,"[{kind: item, valid_andes: true, payload: ASI-TVSQHN|18, display: ASI-TVSQHN, qty: 18}]",57557,1200,1000
210,231,231_multi_true.jpg,multi_true_3,multi_true,ecf46748be7a682789383ddbfe52b2b7804991622c78186a2b2c91dd1d02a350,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B03-P02-R, display: ASP-A04-B03-P02-R}, {kind: item, valid_andes: true, payload: ASI-KJSMHB|5, display: ASI-KJSMHB, qty: 5}, {kind: position, valid_andes: true, payload: ASP-A04-B03-P03-L, display: ASP-A04-B03-P03-L}]",109650,1200,1000
211,172,172_item.jpg,item_single_valid,item,a584ed6fed1961f5482cddc010907ddd7430d36b43f47289d27f3c1f1f78512a,1,0,"[{kind: item, valid_andes: true, payload: ASI-HMNP8T|72, display: ASI-HMNP8T, qty: 72}]",57533,1200,1000
212,262,262_multi_mixed.jpg,multi_mixed_3,multi_mixed,b20bab010d7a71c79ef2c13af60eb6d1249423184adcfbb3ad01e15902d6093b,2,1,"[{kind: position, valid_andes: true, payload: ASP-A05-B03-P02-R, display: ASP-A05-B03-P02-R}, {kind: item, valid_andes: true, payload: ASI-53F3VX|10, display: ASI-53F3VX, qty: 10}, {kind: false, valid_andes: false, payload: BAD0022, display: BAD-0022}]",106982,1200,1000
213,57,057_position.jpg,position_single_valid,position,85b970dbf9ab856705575519177a497899dadef5549e79313a5290ce9d770fca,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B05-P02-L, display: ASP-A02-B05-P02-L}]",61144,1200,1000
214,173,173_item.jpg,item_single_valid,item,912eee3dc914a541684716262645a91a5d4ef6eab58948cefc894b46ab98dfa3,1,0,"[{kind: item, valid_andes: true, payload: ASI-UGNUQZ|6, display: ASI-UGNUQZ, qty: 6}]",57155,1200,1000
215,292,292_multi_false.jpg,multi_false_3,multi_false,e1e5ac9611b7c8b5fbf4dc5144d8abb937f6b01cd7a6baebb016bee2794e674f,0,3,"[{kind: false, valid_andes: false, payload: POSX0079, display: POSX-0079}, {kind: false, valid_andes: false, payload: FAKE0080, display: FAKE-0080}, {kind: false, valid_andes: false, payload: X0081, display: X-0081}]",105571,1200,1000
216,58,058_position.jpg,position_single_valid,position,fa9acad4fb8a831a58f5417fb9811d6745c84be5c2d290c07d0a0d346c03e56e,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B05-P02-R, display: ASP-A02-B05-P02-R}]",60957,1200,1000
217,174,174_item.jpg,item_single_valid,item,29c3fcbcc5b60d75bced28887e0b50f57b5ada0f1f134b77ee982b5344cccdea,1,0,"[{kind: item, valid_andes: true, payload: ASI-VAJTCD|60, display: ASI-VAJTCD, qty: 60}]",57719,1200,1000
218,175,175_item.jpg,item_single_valid,item,67c8c65531ff19702242909050e49fa4f455e79e25379c18fd7e4cd7f8dcfcc0,1,0,"[{kind: item, valid_andes: true, payload: ASI-UJ9GAU|40, display: ASI-UJ9GAU, qty: 40}]",57498,1200,1000
219,232,232_multi_true.jpg,multi_true_3,multi_true,b5d31e3b3ec1948ae0e8d23ac36fd2d90817193829f1e23c58f40fbbc3fdfd9c,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B03-P03-R, display: ASP-A04-B03-P03-R}, {kind: item, valid_andes: true, payload: ASI-AYRWBM|12, display: ASI-AYRWBM, qty: 12}, {kind: position, valid_andes: true, payload: ASP-A04-B04-P01-L, display: ASP-A04-B04-P01-L}]",109251,1200,1000
220,59,059_position.jpg,position_single_valid,position,74e18f6ff16c7e0755d48880f9e692c19f3f9734f94b1dea19769d5e714c56df,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B05-P03-L, display: ASP-A02-B05-P03-L}]",61840,1200,1000
221,176,176_item.jpg,item_single_valid,item,895ba21d46f75c371c40d5151b97bb85448652b205cb8726b43be7abed0efc75,1,0,"[{kind: item, valid_andes: true, payload: ASI-86XMDS|40, display: ASI-86XMDS, qty: 40}]",57545,1200,1000
222,263,263_multi_mixed.jpg,multi_mixed_3,multi_mixed,34aac53d1fdd405c404502569c986057a55d696158271edc4f95149f5798bc5c,2,1,"[{kind: item, valid_andes: true, payload: ASI-XLEHNY|20, display: ASI-XLEHNY, qty: 20}, {kind: item, valid_andes: true, payload: ASI-KRGKSN|6, display: ASI-KRGKSN, qty: 6}, {kind: false, valid_andes: false, payload: POSX0023, display: POSX-0023}]",106418,1200,1000
223,177,177_item.jpg,item_single_valid,item,f026b7b6996dbf95d2a1d3d4a12c4aa1a429d92aa26229db0183da66a3389a09,1,0,"[{kind: item, valid_andes: true, payload: ASI-HE39ED|5, display: ASI-HE39ED, qty: 5}]",57183,1200,1000
224,60,060_position.jpg,position_single_valid,position,fc749738b17737dc13ca84283eb9a0db0ab0c53e7231ee3be7b6c1339e06fc8e,1,0,"[{kind: position, valid_andes: true, payload: ASP-A02-B05-P03-R, display: ASP-A02-B05-P03-R}]",61474,1200,1000
225,178,178_item.jpg,item_single_valid,item,6aac0742daa335dd7b961924f2ec12deea6e71ad10d34fb3eac7de63d4bf1012,1,0,"[{kind: item, valid_andes: true, payload: ASI-KVFRH4|96, display: ASI-KVFRH4, qty: 96}]",58626,1200,1000
226,293,293_multi_false.jpg,multi_false_3,multi_false,0569307dbd9b5c9fcec7297560bd00ebdbb4908d5fe11024be2235a98480615f,0,3,"[{kind: false, valid_andes: false, payload: BAD0082, display: BAD-0082}, {kind: false, valid_andes: false, payload: POSX0083, display: POSX-0083}, {kind: false, valid_andes: false, payload: FAKE0084, display: FAKE-0084}]",105636,1200,1000
227,61,061_position.jpg,position_single_valid,position,0610ecc57b2abd4f4528be95e17e62852b1176298da862760a7c34ecec953668,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B01-P01-L, display: ASP-A03-B01-P01-L}]",60934,1200,1000
228,179,179_item.jpg,item_single_valid,item,0f000430d221693eb1bd894d7798c418ba8d2ac5fcdd2a1db882cca92d3ed3da,1,0,"[{kind: item, valid_andes: true, payload: ASI-Q266V5|15, display: ASI-Q266V5, qty: 15}]",58178,1200,1000
229,233,233_multi_true.jpg,multi_true_3,multi_true,635a4b18429fe7aba5495389f11416d3252ab9e870177424c0348eda43470752,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B04-P01-R, display: ASP-A04-B04-P01-R}, {kind: item, valid_andes: true, payload: ASI-DJ4HE8|36, display: ASI-DJ4HE8, qty: 36}, {kind: position, valid_andes: true, payload: ASP-A04-B04-P02-L, display: ASP-A04-B04-P02-L}]",109615,1200,1000
230,180,180_item.jpg,item_single_valid,item,692464ba50cc32f7572f44fd5099775235eb2b8be75b711242de660d5d98418b,1,0,"[{kind: item, valid_andes: true, payload: ASI-DGPPSF|6, display: ASI-DGPPSF, qty: 6}]",58065,1200,1000
231,62,062_position.jpg,position_single_valid,position,3b7fd6d37711a5ac3c3267d7a5aea0acc54420f05d49768a204c9c995354c53e,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B01-P01-R, display: ASP-A03-B01-P01-R}]",62406,1200,1000
232,181,181_item.jpg,item_single_valid,item,7054e4a698eb4fd6e1a33a5331f88cdedfa09e37fb27c5c402c2d6a213502d0f,1,0,"[{kind: item, valid_andes: true, payload: ASI-RMELA4|36, display: ASI-RMELA4, qty: 36}]",58183,1200,1000
233,264,264_multi_mixed.jpg,multi_mixed_3,multi_mixed,a1f0ef250d076fc67e878e8add4c1da35a97eecade12c6177a4e63058b2acfe0,2,1,"[{kind: position, valid_andes: true, payload: ASP-A05-B03-P03-L, display: ASP-A05-B03-P03-L}, {kind: item, valid_andes: true, payload: ASI-KEM976|72, display: ASI-KEM976, qty: 72}, {kind: false, valid_andes: false, payload: FAKE0024, display: FAKE-0024}]",108220,1200,1000
234,63,063_position.jpg,position_single_valid,position,70e72d02443946918556c9a9e7ab0d99e7e09eb7cb2bf19fc860a03d85fd585f,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B01-P02-L, display: ASP-A03-B01-P02-L}]",61935,1200,1000
235,182,182_item.jpg,item_single_valid,item,fae548fb38b04bfb9c3eb2651bdf3b1a77a2a1c28b7e321384f6060f028ccb4f,1,0,"[{kind: item, valid_andes: true, payload: ASI-8UCQUU|36, display: ASI-8UCQUU, qty: 36}]",58315,1200,1000
236,294,294_multi_false.jpg,multi_false_3,multi_false,2aa57e94ce04c6706f872dab9a1c93e55b4aa7c788d877ace136ca85e898689c,0,3,"[{kind: false, valid_andes: false, payload: X0085, display: X-0085}, {kind: false, valid_andes: false, payload: BAD0086, display: BAD-0086}, {kind: false, valid_andes: false, payload: POSX0087, display: POSX-0087}]",103778,1200,1000
237,183,183_item.jpg,item_single_valid,item,11db592988d3ad897904bd5e48cffff39049aace9f4aafc7dee322c0b1e093cb,1,0,"[{kind: item, valid_andes: true, payload: ASI-EQSN5H|60, display: ASI-EQSN5H, qty: 60}]",58419,1200,1000
238,64,064_position.jpg,position_single_valid,position,31c451c98b1d69b1d76ddb6c20e20095fe8a501dd4a54fb92fc19a1a7a020ff8,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B01-P02-R, display: ASP-A03-B01-P02-R}]",61676,1200,1000
239,184,184_item.jpg,item_single_valid,item,f5e3da3ef679b4ec239f54f62511879a9da74f5a003d95526236351a710c519e,1,0,"[{kind: item, valid_andes: true, payload: ASI-QKTKED|6, display: ASI-QKTKED, qty: 6}]",57316,1200,1000
240,234,234_multi_true.jpg,multi_true_3,multi_true,7d71f16e42a1657ff289e6302e155f7d2beb804aa359b7342ba292b79beda679,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B04-P02-R, display: ASP-A04-B04-P02-R}, {kind: item, valid_andes: true, payload: ASI-ZG6QCV|36, display: ASI-ZG6QCV, qty: 36}, {kind: position, valid_andes: true, payload: ASP-A04-B04-P03-L, display: ASP-A04-B04-P03-L}]",110576,1200,1000
241,185,185_item.jpg,item_single_valid,item,028918b496c1fcf3589a01f4699ac6db5b603202ac1335cd16dd962659142c4b,1,0,"[{kind: item, valid_andes: true, payload: ASI-VU6H7V|24, display: ASI-VU6H7V, qty: 24}]",57463,1200,1000
242,265,265_multi_mixed.jpg,multi_mixed_3,multi_mixed,5ea122aba1fc1644c77b30d28c09831b9d9cb13fe90e4295f42b3a67925cc6b9,2,1,"[{kind: item, valid_andes: true, payload: ASI-WWK6E8|36, display: ASI-WWK6E8, qty: 36}, {kind: item, valid_andes: true, payload: ASI-VTDYEV|36, display: ASI-VTDYEV, qty: 36}, {kind: false, valid_andes: false, payload: X0025, display: X-0025}]",103587,1200,1000
243,65,065_position.jpg,position_single_valid,position,b8bba3bdff19243137ba18143ba9724211e92c61d120b6b21c6b03d36708a0ce,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B01-P03-L, display: ASP-A03-B01-P03-L}]",60814,1200,1000
244,186,186_item.jpg,item_single_valid,item,ce989d846b6ebabc202e1c4514a769bee01c3c3c1dcd5fb412d5b8110acd7360,1,0,"[{kind: item, valid_andes: true, payload: ASI-T96FC5|18, display: ASI-T96FC5, qty: 18}]",57723,1200,1000
245,295,295_multi_false.jpg,multi_false_3,multi_false,32d5203137ce6d0ea410c0bd5c50356a52dc815a0f1a79f9016c81dea640ca9c,0,3,"[{kind: false, valid_andes: false, payload: FAKE0088, display: FAKE-0088}, {kind: false, valid_andes: false, payload: X0089, display: X-0089}, {kind: false, valid_andes: false, payload: BAD0090, display: BAD-0090}]",103418,1200,1000
246,66,066_position.jpg,position_single_valid,position,1c6fd9112f084271ebf64d15d3e26e104925d7a90bc20de785ecc7341a72e01c,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B01-P03-R, display: ASP-A03-B01-P03-R}]",61524,1200,1000
247,187,187_item.jpg,item_single_valid,item,cef6ab9acd7cadbd3ed73e3dd3510cb4787a97d8a494de5b59cba69f8a892212,1,0,"[{kind: item, valid_andes: true, payload: ASI-SBFQBT|72, display: ASI-SBFQBT, qty: 72}]",58765,1200,1000
248,188,188_item.jpg,item_single_valid,item,f3afa8edc3f80c4d6cc99280637fef903e05ed1f28c837fbdc01aa57f20199e0,1,0,"[{kind: item, valid_andes: true, payload: ASI-CM86TM|72, display: ASI-CM86TM, qty: 72}]",57547,1200,1000
249,235,235_multi_true.jpg,multi_true_3,multi_true,f7930ec75e070281b31123658d1ba8f112574e69cbcb24619f798fc4fd5d0980,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B04-P03-R, display: ASP-A04-B04-P03-R}, {kind: item, valid_andes: true, payload: ASI-BD835G|40, display: ASI-BD835G, qty: 40}, {kind: position, valid_andes: true, payload: ASP-A04-B05-P01-L, display: ASP-A04-B05-P01-L}]",110420,1200,1000
250,67,067_position.jpg,position_single_valid,position,239e16f17691d15b1838e10ca1752ed341dd1a18fb4231c11e87f327f5a53648,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B02-P01-L, display: ASP-A03-B02-P01-L}]",61605,1200,1000
251,189,189_item.jpg,item_single_valid,item,852a75807693390573ac9a18dccb737e0f32a3896df54436819905f7ed9597a6,1,0,"[{kind: item, valid_andes: true, payload: ASI-59F8Y4|18, display: ASI-59F8Y4, qty: 18}]",58177,1200,1000
252,266,266_multi_mixed.jpg,multi_mixed_3,multi_mixed,46f9024ea90c7d6fc52cbe9c2b38b58672715592996d1151a60f96b5e81e97d2,2,1,"[{kind: position, valid_andes: true, payload: ASP-A05-B03-P03-R, display: ASP-A05-B03-P03-R}, {kind: item, valid_andes: true, payload: ASI-6CDZUE|3, display: ASI-6CDZUE, qty: 3}, {kind: false, valid_andes: false, payload: BAD0026, display: BAD-0026}]",106756,1200,1000
253,190,190_item.jpg,item_single_valid,item,1a9ee01fc08960762c65ca392721a6e479fdfb2d8a03bdafa540f684144d09a7,1,0,"[{kind: item, valid_andes: true, payload: ASI-WGLX49|15, display: ASI-WGLX49, qty: 15}]",58282,1200,1000
254,68,068_position.jpg,position_single_valid,position,e6de5a97524bcadb75af113df5f064d847f0d3068f293b52f3dce62400cfaed4,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B02-P01-R, display: ASP-A03-B02-P01-R}]",61905,1200,1000
255,191,191_item.jpg,item_single_valid,item,71e770d6c670ac897e18346032a2ad0b6e2807bbad610fa588c2986c9fafd334,1,0,"[{kind: item, valid_andes: true, payload: ASI-3C7FWS|18, display: ASI-3C7FWS, qty: 18}]",59040,1200,1000
256,296,296_multi_false.jpg,multi_false_3,multi_false,95ae9eb9c034abad0990471ea2fe69abd9cf995cd96230cbc9527e89caee4a0f,0,3,"[{kind: false, valid_andes: false, payload: POSX0091, display: POSX-0091}, {kind: false, valid_andes: false, payload: FAKE0092, display: FAKE-0092}, {kind: false, valid_andes: false, payload: X0093, display: X-0093}]",103942,1200,1000
257,69,069_position.jpg,position_single_valid,position,d4c9fdbc13ea25d1e133ac68b8500976bffc4f1f6513b2ef7c622ad6adf78294,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B02-P02-L, display: ASP-A03-B02-P02-L}]",61537,1200,1000
258,192,192_item.jpg,item_single_valid,item,b19f41d89ee5a2707714f86686e2a7599ed9f3cc26b47ec55f7a1e098423cfa3,1,0,"[{kind: item, valid_andes: true, payload: ASI-H3A74D|8, display: ASI-H3A74D, qty: 8}]",56492,1200,1000
259,236,236_multi_true.jpg,multi_true_3,multi_true,8a2e562efff5c81514cba1ed577d308d197aca104af9112a9efcea3ead45ece3,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B05-P01-R, display: ASP-A04-B05-P01-R}, {kind: item, valid_andes: true, payload: ASI-6EFWKE|5, display: ASI-6EFWKE, qty: 5}, {kind: position, valid_andes: true, payload: ASP-A04-B05-P02-L, display: ASP-A04-B05-P02-L}]",109483,1200,1000
260,193,193_item.jpg,item_single_valid,item,0679149409c149d61bb257ff7da5187259c3b834520096808c11424da7ad906b,1,0,"[{kind: item, valid_andes: true, payload: ASI-Z96DPT|60, display: ASI-Z96DPT, qty: 60}]",57367,1200,1000
261,70,070_position.jpg,position_single_valid,position,30d575d995506c771876d74f030cd045dc805b89e1ef797defb6d8795d5ef0e6,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B02-P02-R, display: ASP-A03-B02-P02-R}]",61600,1200,1000
262,194,194_item.jpg,item_single_valid,item,b7c39491bac1ebe88a0cf3b9db28b9ed461c9664f3d61893909fc536cb2f83d7,1,0,"[{kind: item, valid_andes: true, payload: ASI-JU69HB|96, display: ASI-JU69HB, qty: 96}]",57083,1200,1000
263,267,267_multi_mixed.jpg,multi_mixed_3,multi_mixed,147f62c5baf432de372792df08c90b9cc499001f48061cc21f139fc846e6ead0,2,1,"[{kind: item, valid_andes: true, payload: ASI-27C6NW|96, display: ASI-27C6NW, qty: 96}, {kind: item, valid_andes: true, payload: ASI-8KD6GX|3, display: ASI-8KD6GX, qty: 3}, {kind: false, valid_andes: false, payload: POSX0027, display: POSX-0027}]",108743,1200,1000
264,71,071_position.jpg,position_single_valid,position,f6d9c837287fb603b4df5e10dbbb5a2feea3fcd80667d8359ac9ba0acda28cf4,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B02-P03-L, display: ASP-A03-B02-P03-L}]",61842,1200,1000
265,195,195_item.jpg,item_single_valid,item,89f8908c9f75cb7a5c4679b04cf24cd17962657c457d2236bd1e31da4b4b0268,1,0,"[{kind: item, valid_andes: true, payload: ASI-RLVA4F|10, display: ASI-RLVA4F, qty: 10}]",57032,1200,1000
266,297,297_multi_false.jpg,multi_false_3,multi_false,6d92c6f214a2399e3b854377bb34e90f5d922d88d8baf7e33cf444be7587573b,0,3,"[{kind: false, valid_andes: false, payload: BAD0094, display: BAD-0094}, {kind: false, valid_andes: false, payload: POSX0095, display: POSX-0095}, {kind: false, valid_andes: false, payload: FAKE0096, display: FAKE-0096}]",105271,1200,1000
267,196,196_item.jpg,item_single_valid,item,3b4d03a278c4bce3bdc07ffb168e4f7d83c5ae7a9054488c41d7b79507b66ad8,1,0,"[{kind: item, valid_andes: true, payload: ASI-H7HK9U|48, display: ASI-H7HK9U, qty: 48}]",56579,1200,1000
268,72,072_position.jpg,position_single_valid,position,12e024038bf00ca49d014b42de9fd18da714275460d4297768858fc628211df7,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B02-P03-R, display: ASP-A03-B02-P03-R}]",60699,1200,1000
269,197,197_item.jpg,item_single_valid,item,24d7ac2913b873e9c4d7a4b41d2838b0564cbebd24e6ff07579e70dede20ee4c,1,0,"[{kind: item, valid_andes: true, payload: ASI-T488R7|60, display: ASI-T488R7, qty: 60}]",57406,1200,1000
270,237,237_multi_true.jpg,multi_true_3,multi_true,74d419122b0f72a86838165d7d95ee9307f29ed2842ea09f4fde6f609dd18c8f,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B05-P02-R, display: ASP-A04-B05-P02-R}, {kind: item, valid_andes: true, payload: ASI-TW2U75|4, display: ASI-TW2U75, qty: 4}, {kind: position, valid_andes: true, payload: ASP-A04-B05-P03-L, display: ASP-A04-B05-P03-L}]",110731,1200,1000
271,198,198_item.jpg,item_single_valid,item,d585211e6305cf2e734d1bbad40ee1dc6808caa8e3907fc6827b125a6327a3a0,1,0,"[{kind: item, valid_andes: true, payload: ASI-K2NJET|30, display: ASI-K2NJET, qty: 30}]",58287,1200,1000
272,268,268_multi_mixed.jpg,multi_mixed_3,multi_mixed,3bbdefb1a22e140c53a13c650b63635c6543472426d5e312bdac0918298dc7f1,2,1,"[{kind: position, valid_andes: true, payload: ASP-A05-B04-P01-L, display: ASP-A05-B04-P01-L}, {kind: item, valid_andes: true, payload: ASI-MCR66L|20, display: ASI-MCR66L, qty: 20}, {kind: false, valid_andes: false, payload: FAKE0028, display: FAKE-0028}]",108167,1200,1000
273,73,073_position.jpg,position_single_valid,position,b247ebd20e314aa85d42a2ddffbb0e17c5e260042695ffe0f4226e0be5c169c6,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B03-P01-L, display: ASP-A03-B03-P01-L}]",61077,1200,1000
274,199,199_item.jpg,item_single_valid,item,a592ccef061f93ca162f04328d6cc6a1dacac098420a4af5237554bfa7ab467a,1,0,"[{kind: item, valid_andes: true, payload: ASI-XTAUV9|5, display: ASI-XTAUV9, qty: 5}]",56635,1200,1000
275,298,298_multi_false.jpg,multi_false_3,multi_false,c9cbca07fc171b5a763dff1197b0bbaa6fac909426531aeeccbd5c345063d590,0,3,"[{kind: false, valid_andes: false, payload: X0097, display: X-0097}, {kind: false, valid_andes: false, payload: BAD0098, display: BAD-0098}, {kind: false, valid_andes: false, payload: POSX0099, display: POSX-0099}]",103006,1200,1000
276,74,074_position.jpg,position_single_valid,position,3f24073ed3a8caa4284af8318734ae83547f99f5f0596a3cd4e9f8ab424f6a26,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B03-P01-R, display: ASP-A03-B03-P01-R}]",60196,1200,1000
277,200,200_item.jpg,item_single_valid,item,2db01a800ce324e0e003f9efe4404790f1dc3adfa82ba0b0c0bafd24433bc76a,1,0,"[{kind: item, valid_andes: true, payload: ASI-68YX27|18, display: ASI-68YX27, qty: 18}]",57414,1200,1000
278,201,201_item.jpg,item_single_valid,item,e9a048f05546a7c72711965a78cc1ef4e965d6c946f846f70206ebbec6dcc497,1,0,"[{kind: item, valid_andes: true, payload: ASI-NR2Q4C|18, display: ASI-NR2Q4C, qty: 18}]",58506,1200,1000
279,238,238_multi_true.jpg,multi_true_3,multi_true,67deb5e8396693b51523803ec07b0692ef26019cdd91ee88684f2f6333cb2092,3,0,"[{kind: position, valid_andes: true, payload: ASP-A04-B05-P03-R, display: ASP-A04-B05-P03-R}, {kind: item, valid_andes: true, payload: ASI-HP56Q4|18, display: ASI-HP56Q4, qty: 18}, {kind: position, valid_andes: true, payload: ASP-A05-B01-P01-L, display: ASP-A05-B01-P01-L}]",110594,1200,1000
280,75,075_position.jpg,position_single_valid,position,7ade236b61c3ddcb5daaaeec92098138e5a7d84ae7f223b4de142a48d455001c,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B03-P02-L, display: ASP-A03-B03-P02-L}]",61589,1200,1000
281,202,202_item.jpg,item_single_valid,item,57dffe0abba816b7eb2ed691dedb888eca1ab4643544b82e05d1a4c45c6efadf,1,0,"[{kind: item, valid_andes: true, payload: ASI-822K9C|5, display: ASI-822K9C, qty: 5}]",57310,1200,1000
